MainText,Tokenized_Text
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. ","[309, 205, 6, 3602, 27, 3603, 11, 23, 6, 420, 134, 20, 756, 17, 61, 1787, 3604, 3605, 3606, 80, 23, 2]"
Speaking of does he have any cash yet?,"[3607, 13, 459, 91, 19, 95, 181, 332]"
Love you virat..love u lot..,"[87, 3, 5423, 11, 439]"
"Text me when you get off, don't call, my phones having problems","[80, 15, 56, 3, 35, 250, 52, 18, 16, 881, 325, 1783]"
7 lor... Change 2 suntec... Wat time u coming?,"[112, 583, 2728, 185, 73, 11, 338]"
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.","[102, 32, 311, 46, 24, 288, 189, 517, 1356, 5424, 26, 1247, 15, 291]"
"Yep, at derek's house now, see you Sunday &lt;3","[1257, 21, 5425, 352, 24, 96, 3, 965, 1788]"
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,"[101, 9, 5426, 159, 12, 1789, 125, 46, 8, 1790, 125, 57, 8, 147, 96, 3, 210]"
"not that I know of, most people up here are still out of town","[30, 26, 5, 65, 13, 523, 307, 46, 79, 20, 107, 51, 13, 569]"
Well that must be a pain to catch,"[119, 26, 476, 25, 6, 575, 2, 1342]"
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,"[472, 995, 11, 440, 76, 195, 771, 5427, 17, 294, 1609, 37, 119, 693, 109, 73, 139, 46, 5428]"
Ok i go change also...,"[66, 5, 54, 583, 238]"
Ok�beautiful..,[5429]
if you text on your way to cup stop that should work. And that should be BUS,"[34, 3, 80, 17, 7, 169, 2, 1054, 75, 26, 170, 149, 8, 26, 170, 25, 553]"
Have you had a good day? Mine was really busy are you up to much tomorrow night?,"[19, 3, 160, 6, 71, 58, 884, 60, 189, 582, 20, 3, 46, 2, 151, 180, 150]"
1's finish meeting call me.,"[364, 357, 363, 18, 15]"
Hey do you want anything to buy:),"[137, 38, 3, 81, 229, 2, 253]"
Not a drop in the tank,"[30, 6, 730, 9, 4, 2782]"
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,"[18, 41, 2032, 11, 18, 2, 90, 118, 11, 19, 566, 57, 42, 86, 184, 242, 4, 3608, 2325]"
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,"[398, 1595, 107, 1730, 5430, 239, 32, 9, 208, 1329, 5, 141, 209, 964]"
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8","[71, 293, 178, 12, 776, 289, 791, 293, 345, 776, 289, 8, 571, 293, 442, 1202, 2783, 705, 2783, 73, 344, 1104]"
"K, wait chikku..il send aftr  &lt;#&gt; mins","[177, 277, 5431, 84, 1791, 78, 266]"
There the size of elephant tablets & u shove um up ur ass!!,"[82, 4, 2784, 13, 5432, 2785, 11, 5433, 3609, 46, 42, 1203]"
"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114","[104, 113, 1159, 28, 512, 445, 2, 138, 6, 218, 2, 3, 33, 162, 1062, 2, 38, 37, 22, 18, 2, 1197, 1782]"
I'll be late...,"[76, 25, 301]"
How dare you change my ring,"[59, 2326, 3, 583, 16, 757]"
Ok ill tell the company,"[66, 76, 132, 4, 678]"
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,"[5, 87, 3, 3, 679, 16, 2786, 17, 2787, 14, 10, 30, 40, 6, 5434, 33, 14, 10, 6, 3610, 6, 421, 5435, 3610, 5436]"
Ew are you one of them?,"[5437, 20, 3, 89, 13, 145]"
"As a valued customer, I am pleased to advise you that following recent draw of your Mobile No. you are awarded with a Rs.2,00,000 Bonus Prize, call 6200992462","[63, 6, 454, 104, 5, 62, 966, 2, 1120, 3, 26, 509, 852, 261, 13, 7, 86, 44, 3, 20, 315, 27, 6, 296, 457, 118, 18]"
Watching tv lor. Nice one then i like lor.,"[424, 539, 112, 306, 89, 55, 5, 68, 112]"
R u meeting da ge at nite tmr?,"[108, 11, 363, 143, 1792, 21, 543, 581]"
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?","[71, 610, 16, 87, 95, 320, 2788, 20, 3, 425, 15, 61, 38, 3, 38, 20, 3, 349, 1347, 8, 5438, 1354, 23, 147, 8, 2764, 27, 16, 87]"
Thats cool. Where should i cum? On you or in you? :),"[174, 399, 172, 170, 5, 1361, 17, 3, 23, 9, 3]"
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,"[66, 76, 84, 3, 27, 9, 1008, 66]"
I'm still looking for a car to buy. And have not gone 4the driving test yet.,"[32, 107, 389, 12, 6, 387, 2, 253, 8, 19, 30, 898, 4, 724, 656, 332]"
Should I tell my friend not to come round til like  &lt;#&gt; ish?,"[170, 5, 132, 16, 270, 30, 2, 77, 1336, 659, 68, 78, 1119]"
Great comedy..cant stop laughing da:),"[142, 5439, 75, 2258, 143]"
Lol boo I was hoping for a laugh,"[243, 1793, 5, 60, 1158, 12, 6, 1204]"
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","[2789, 263, 51, 64, 2790, 1982, 13, 633, 667, 645, 2656, 1547, 8, 1714, 203, 7, 86, 2327, 8, 3611, 80, 1261, 2]"
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?","[24, 11, 1196, 68, 5440, 5441, 555, 5442, 5, 10, 5443, 17, 143, 553, 5444, 43, 11, 5445, 5446, 606, 845]"
"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?","[1995, 311, 98, 361, 43, 2, 302, 30, 365, 163, 36, 3, 35, 79, 9, 68, 98, 429]"
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)","[5447, 265, 10, 1794, 382, 11, 8, 521, 43, 876, 6, 1958, 73, 2, 138, 11, 139, 440, 377, 634, 516, 392, 42, 5448]"
" if anyone calling from a mobile Co. and asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card�.","[34, 796, 675, 41, 6, 86, 838, 8, 2033, 11, 2, 808, 78, 23, 78, 38, 30, 38, 37, 3612, 4, 3613, 14, 2328, 98, 314, 13, 3614, 2, 138, 275, 13, 4, 1164, 191]"
Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,"[24, 3615, 2034, 3616, 3617, 5449, 5450, 707]"
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,"[167, 28, 20, 321, 2, 121, 11, 390, 261, 374, 26, 3, 19, 187, 6, 118, 222, 18, 41, 648, 303, 90, 420, 2791, 74]"
Ok cool. See ya then.,"[66, 399, 96, 299, 55]"
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ","[400, 482, 71, 2641, 5451, 5452, 8, 1065, 5453, 19, 6, 947, 317, 25, 927, 8, 5, 158, 3, 657, 6, 71, 2661, 147, 85, 278, 2, 3, 769, 96, 3, 9, 6, 915, 13, 586]"
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...","[347, 2792, 195, 36, 299, 5, 1171, 54, 1362, 353, 36, 54, 12, 89, 996, 5454]"
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),"[555, 5, 87, 11, 2329, 5455, 555, 1950, 2793, 5456, 2329, 3618, 555, 3619, 5457, 2329, 3618, 555, 5458, 5459, 5460, 5461, 2329, 5, 87, 11, 2794]"
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,"[348, 5462, 198, 34, 11, 36, 294, 185, 13, 139, 418, 516, 11, 122, 166, 139, 36, 192, 112, 23, 11, 309, 54, 198, 143, 1792, 294, 55, 114, 886, 15, 883]"
So how are you really. What are you up to. How's the masters. And so on.,"[37, 59, 20, 3, 189, 61, 20, 3, 46, 2, 386, 4, 2273, 8, 37, 17]"
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,"[74, 2035, 3620, 31, 2330, 719, 9, 3621, 78, 78, 78, 55, 132, 15, 4, 647, 34, 11, 108, 5463, 72, 161, 5464]"
What happened in interview?,"[61, 814, 9, 1474]"
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,"[33, 7, 704, 2795, 74, 78, 78, 519]"
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,"[2032, 11, 18, 2, 90, 118, 11, 19, 566, 57, 42, 86, 184, 242, 4, 3608, 2325]"
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","[92, 10, 1121, 2331, 58, 254, 1121, 29, 11, 3622, 12, 15, 84, 31, 2, 57, 42, 2796, 1051, 33, 258, 1573, 15]"
I am waiting machan. Call me once you free.,"[5, 62, 256, 2332, 18, 15, 462, 3, 45]"
Going on nothing great.bye,"[99, 17, 417, 5465]"
"No I'm good for the movie, is it ok if I leave in an hourish?","[44, 32, 71, 12, 4, 792, 10, 14, 66, 34, 5, 302, 9, 98, 5466]"
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...","[3, 20, 526, 63, 119, 520, 22, 132, 15, 7, 2659, 8, 2660, 9, 486]"
I liked the new mobile,"[5, 1567, 4, 85, 86]"
Joy's father is John. Then John is the NAME of Joy's father. Mandan,"[1363, 1090, 10, 1006, 55, 1006, 10, 4, 257, 13, 1363, 1090, 5467]"
Sweet heart how are you?,"[526, 381, 59, 20, 3]"
K I'll take care of it,"[177, 76, 103, 178, 13, 14]"
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,"[45, 534, 9, 6, 882, 943, 2, 205, 2287, 1054, 470, 2003, 294, 224, 80, 2287, 2, 2, 127, 534, 5468, 100, 5469, 272, 5470]"
G wants to know where  you are,"[435, 635, 2, 65, 172, 3, 20]"
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,"[267, 4, 1276, 5471, 1205, 113, 8, 11, 36, 19, 1122, 543, 40, 1123, 46, 8, 384, 4, 758, 100, 534, 2, 24, 5472]"
"Aight, can you text me the address?","[504, 36, 3, 80, 15, 4, 69]"
Ok... Ur typical reply...,"[66, 42, 5473, 49]"
Im on gloucesterroad what are uup to later?,"[32, 17, 5474, 61, 20, 5475, 2, 153]"
Same as kallis dismissial in 2nd test:-).,"[358, 63, 1941, 5476, 9, 456, 656]"
Moji just informed me that you saved our lives. Thanks.,"[2333, 40, 2036, 15, 26, 3, 2022, 64, 1604, 159]"
Cool. So how come you havent been wined and dined before?,"[399, 37, 59, 77, 3, 348, 50, 5477, 8, 5478, 190]"
Ok�congrats�,[5479]
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,"[11, 19, 6, 601, 777, 115, 10, 389, 138, 121, 27, 911, 51, 115, 134, 912, 115, 682, 42, 37, 913, 17]"
Or ü go buy wif him then i meet ü later can?,"[23, 54, 253, 596, 166, 55, 5, 139, 153, 36]"
Taka lor. Wat time u wan 2 come n look 4 us?,"[3623, 112, 185, 73, 11, 309, 77, 122, 443, 125]"
Ok i'm coming home now.,"[66, 32, 338, 83, 24]"
Then ü come n pick me at 530 ar?,"[55, 77, 122, 237, 15, 21, 1182]"
Sorry me going home first... Daddy come fetch ü later...,"[102, 15, 99, 83, 258, 1482, 77, 1795, 153]"
YOU ARE CHOSEN TO RECEIVE A £450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.,"[3, 20, 1610, 2, 127, 6, 354, 173, 18, 90, 110, 2, 455, 7, 354, 254, 3, 20, 279, 2, 127, 63, 6, 454, 86, 104]"
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,"[102, 5, 599, 7, 18, 548, 286, 56, 3, 19, 4, 73, 32, 17]"
I've reached already.,"[217, 1277, 192]"
Aight should I just plan to come up later tonight?,"[504, 170, 5, 40, 403, 2, 77, 46, 153, 262]"
How much are we getting?,"[59, 151, 20, 28, 311]"
How do you plan to manage that,"[59, 38, 3, 403, 2, 3624, 26]"
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,"[137, 259, 508, 46, 156, 356, 133, 5, 1580, 25, 2334, 46, 581, 1050]"
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)","[3625, 342, 25, 5480, 26, 11, 52, 19, 478, 11, 81, 26, 680, 11, 107, 19, 98, 1611, 2, 25, 5481, 180, 343, 11, 20, 92]"
Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,"[137, 895, 1784, 2, 4, 3626, 307, 162, 17, 4, 10, 815, 70, 4, 249, 13, 4, 334, 815, 17, 4, 361, 2335, 286, 153]"
Was it something u ate?,"[60, 14, 259, 11, 1768]"
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,"[1238, 3627, 10, 3628, 15, 51, 574, 2037, 1612, 57, 16, 293, 2, 204, 1340, 13, 15, 8, 55, 574, 1166, 94, 367, 17, 16, 5482, 254, 5, 348, 287, 5483, 17, 9, 68, 6, 278]"
Does daddy have a bb now.,"[459, 1482, 19, 6, 1483, 24]"
When are you guys leaving?,"[56, 20, 3, 396, 771]"
Lmao!nice 1,[5484]
Happy New Year Princess!,"[147, 85, 278, 520]"
Where to get those?,"[172, 2, 35, 546]"
Armand says get your ass over to epsilon,"[1961, 577, 35, 7, 1203, 235, 2, 3629]"
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.","[45, 757, 337, 40, 80, 1484, 2, 55, 193, 126, 35, 6, 85, 337, 989, 74, 542]"
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,"[398, 32, 107, 325, 1240, 596, 16, 1314, 16, 2336, 5485, 1613, 157, 15, 6, 1569]"
Its not the same here. Still looking for a job. How much do Ta's earn there.,"[48, 30, 4, 358, 79, 107, 389, 12, 6, 320, 59, 151, 38, 5486, 589, 82]"
A transaction of AUD 590.3 was made with your bank account on 08/02/17 11:17:37 if unauthorised follow this link http://gommbanklogin:netbank.com,"[6, 830, 13, 3630, 60, 382, 27, 7, 339, 47, 17, 34, 5487, 384, 31, 39, 5488]"
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.","[32, 298, 32, 102, 5, 158, 7, 230, 1364, 1614, 3, 478, 3, 81, 446, 57, 4, 3631, 10, 613, 34, 32, 30, 280, 56, 3, 1112, 14, 40, 2337, 57, 4, 5489, 8, 302, 4, 2038, 27, 5490]"
I had askd u a question some hours before. Waiting for ur reply,"[5, 160, 1278, 11, 6, 719, 120, 200, 190, 256, 12, 42, 49]"
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today","[751, 10, 30, 6, 729, 2, 423, 14, 10, 30, 6, 490, 2, 188, 14, 551, 422, 17, 532, 8, 867, 17, 224, 14, 10, 180, 598, 92]"
Should i send you naughty pix? :),"[170, 5, 84, 3, 1365, 1431]"
U ned to convince him tht its not possible witot hurting his feeling its the main,"[11, 3632, 2, 5491, 166, 1366, 48, 30, 687, 5492, 3633, 276, 720, 48, 4, 3634]"
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,"[521, 1796, 1797, 5493, 42, 1476, 37, 440, 1124, 2039, 350, 29, 853, 546, 2338, 70, 1615, 42, 1765, 24, 717, 52, 198, 171, 91, 1796, 37, 151, 1797, 449, 3354]"
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care  7679046492 now.","[698, 1485, 104, 67, 2, 64, 624, 986, 7, 698, 191, 43, 40, 50, 1331, 2, 441, 18, 104, 178, 24]"
"Hm good morning, headache anyone? :-)","[2753, 71, 223, 2797, 796]"
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn","[2040, 5494, 3635, 89, 188, 34, 309, 18, 70, 5495, 443, 12, 5496, 74, 72, 553, 3635, 5497, 3636, 5498, 12, 294, 2798, 5499]"
I cant pick the phone right now. Pls send a message,"[5, 141, 237, 4, 111, 168, 24, 173, 84, 6, 106]"
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,"[3637, 174, 6, 439, 13, 73, 1367, 572, 394, 2260, 10, 68, 448, 365, 5, 141, 75, 3638, 14]"
Ok. There may be a free gym about.,"[66, 82, 224, 25, 6, 45, 917, 94]"
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,"[57, 410, 306, 85, 2799, 8, 4, 74, 291, 5, 36, 2041, 145, 2, 10, 5500, 5501, 3, 9, 1003]"
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..","[30, 332, 5502, 55, 185, 630, 1366, 614, 135, 91, 1368, 2800, 23, 2801, 2, 11]"
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603","[97, 247, 48, 2339, 59, 108, 11, 32, 83, 41, 2802, 8, 2340, 80, 15, 101, 34, 11, 372, 260, 3639, 2803, 80, 75, 2, 3640, 219]"
Oh yah... We never cancel leh... Haha,"[155, 5503, 28, 371, 772, 567, 353]"
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","[45, 106, 441, 7, 45, 80, 560, 70, 885, 2, 31, 106, 27, 4, 490, 45, 12, 936, 1716, 236, 2312]"
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,"[348, 1486, 2, 253, 153, 5, 263, 192, 2721, 74, 72, 497, 9, 208, 610, 11, 357, 149, 192]"
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,"[4, 3641, 656, 13, 3642, 17, 2042, 10, 2, 3643, 3644, 404, 1973, 3645, 604]"
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,"[36, 3, 207, 15, 65, 242, 13, 908, 56, 11, 204, 51, 239, 32, 30, 9, 2341, 23, 908, 5504, 2043, 159]"
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ","[137, 5505, 36, 3, 157, 15, 6, 2804, 56, 3, 35, 31, 88, 2, 286, 2, 3, 94, 31, 2805, 236, 17, 4, 294, 2342]"
"Pls send me a comprehensive mail about who i'm paying, when and how much.","[173, 84, 15, 6, 2806, 652, 94, 115, 32, 1206, 56, 8, 59, 151]"
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.","[97, 158, 11, 35, 31, 5506, 2044, 50, 5507, 94, 266, 301, 5, 133]"
Ok but tell me half an hr b4 u come i need 2 prepare.,"[66, 33, 132, 15, 378, 98, 773, 195, 11, 77, 5, 88, 2343]"
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)","[1442, 28, 531, 2752, 280, 64, 5508, 40, 2, 25, 927, 41, 311, 654, 33, 2, 204, 51, 115, 2737, 471, 2, 828, 4, 2752, 290, 35, 2344, 3646]"
Can. Dunno wat to get 4 her...,"[36, 535, 185, 2, 35, 117]"
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,"[2220, 11, 132, 2045, 32, 2777, 195, 6, 380, 1771, 239, 3647, 657, 5509, 1616, 239, 134, 162, 487, 32, 107, 2345, 1279, 322]"
I think i've fixed it can you send a test message?,"[5, 133, 217, 1326, 14, 36, 3, 84, 6, 656, 106]"
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...","[137, 5, 81, 3, 5, 1280, 3, 5, 234, 3, 5, 88, 3, 5, 87, 3, 2046, 5510, 1487, 3648]"
Ok�I am agreed..,"[5511, 62, 2807]"
"When you get free, call me","[56, 3, 35, 45, 18, 15]"
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?","[38, 3, 379, 854, 26, 56, 271, 724, 796, 99, 5512, 343, 3, 10, 98, 2243, 8, 749, 724, 2346, 343, 3, 10, 6, 5513]"
